quantity,v_only,both_channel
mu_par,0.49832892417907715,0.5021233558654785
mu_norm,0.5341474718703658,1.37239795660282
cos_mu_uclean,0.9329426841060297,0.36587296317972584
V_par,6.660987449586851e-06,0.0007336578105568417
V_perp,0.02095183033997658,817.139893679401
V_total,0.020958491327426165,817.1406273372115
SNR_par,193.08422249167987,18.538032960369687
delta_mu_par,0.003794431686401367,
mu_par_ratio_both/v,1.0076143115566734,
